Date,S&PSEA40INDEX
1/4/2016,384.43
1/5/2016,386.04
1/6/2016,384.8
1/7/2016,374.77
1/8/2016,379.12
1/11/2016,370.18
1/12/2016,375.35
1/13/2016,380.91
1/14/2016,374.76
1/15/2016,372.9
1/18/2016,369.01
1/19/2016,374.5
1/20/2016,369.48
1/21/2016,366.1
1/22/2016,375.91
1/25/2016,381.66
1/26/2016,379.37
1/27/2016,385.7
1/28/2016,389.49
1/29/2016,399.95
2/1/2016,402.28
2/2/2016,394.41
2/3/2016,389.66
2/4/2016,400.74
2/5/2016,410.55
2/8/2016,408.78
2/9/2016,404.98
2/10/2016,405.23
2/11/2016,407.54
2/12/2016,400.93
2/15/2016,405.99
2/16/2016,408.05
2/17/2016,406.48
2/18/2016,412.3
2/19/2016,406.61
2/22/2016,407.22
2/23/2016,408.11
2/24/2016,404.52
2/25/2016,405.41
2/26/2016,409.2
2/29/2016,405.79
3/1/2016,411.39
3/2/2016,420.6
3/3/2016,425.01
3/4/2016,427.19
3/7/2016,431.37
3/8/2016,426.29
3/9/2016,426.76
3/10/2016,427.27
3/11/2016,432.18
3/14/2016,435.36
3/15/2016,429.35
3/16/2016,426.19
3/17/2016,434.1
3/18/2016,438.27
3/21/2016,440.39
3/22/2016,443.1
3/23/2016,443.33
3/24/2016,437.94
3/25/2016,435.51
3/28/2016,432.32
3/29/2016,432.28
3/30/2016,438.28
3/31/2016,440.8
4/1/2016,440.36
4/4/2016,443.1
4/5/2016,434.98
4/6/2016,434.3
4/7/2016,434.73
4/8/2016,433.96
4/11/2016,433.15
4/12/2016,436.07
4/13/2016,438.65
4/14/2016,433.95
4/15/2016,437.13
4/18/2016,435.74
4/19/2016,439.97
4/20/2016,440.19
4/21/2016,443.38
4/22/2016,441.43
4/25/2016,439.27
4/26/2016,433.59
4/27/2016,432.57
4/28/2016,431.28
4/29/2016,431.22
5/2/2016,429.55
5/3/2016,426.65
5/4/2016,423.22
5/5/2016,420.86
5/6/2016,420.53
5/9/2016,418.43
5/10/2016,419.68
5/11/2016,423.57
5/12/2016,425.16
5/13/2016,419.68
5/16/2016,420.64
5/17/2016,424.91
5/18/2016,422.4
5/19/2016,414.44
5/20/2016,412.92
5/23/2016,414.61
5/24/2016,411.14
5/25/2016,417.46
5/26/2016,418.74
5/27/2016,421.56
5/30/2016,421.25
5/31/2016,418.1
6/1/2016,419.83
6/2/2016,420.02
6/3/2016,423.91
6/6/2016,432.97
6/7/2016,437.63
6/8/2016,438.21
6/9/2016,434.19
6/10/2016,428.61
6/13/2016,426.1
6/14/2016,426.2
6/15/2016,426.23
6/16/2016,425.28
6/17/2016,425.68
6/20/2016,429.49
6/21/2016,431.85
6/22/2016,432.76
6/23/2016,435.12
6/24/2016,424.6
6/27/2016,425.82
6/28/2016,430.61
6/29/2016,438.18
6/30/2016,441.17
7/1/2016,442.05
7/4/2016,445.4
7/5/2016,443.3
7/6/2016,441.79
7/7/2016,441.62
7/8/2016,440.82
7/11/2016,448.39
7/12/2016,450.98
7/13/2016,454.11
7/14/2016,454.06
7/15/2016,458.22
7/18/2016,458.25
7/19/2016,460.82
7/20/2016,461.95
7/21/2016,458.25
7/22/2016,457.58
7/25/2016,458.76
7/26/2016,457.16
7/27/2016,461.39
7/28/2016,461.81
7/29/2016,460
8/1/2016,470.89
8/2/2016,465.47
8/3/2016,461
8/4/2016,463.29
8/5/2016,469.53
8/8/2016,474.9
8/9/2016,475.5
8/10/2016,476.62
8/11/2016,475.64
8/12/2016,474.54
8/15/2016,473.96
8/16/2016,477.1
8/17/2016,475.12
8/18/2016,480.05
8/19/2016,475.32
8/22/2016,474.17
8/23/2016,471.86
8/24/2016,471.44
8/25/2016,473.35
8/26/2016,474.14
8/29/2016,468.75
8/30/2016,467.94
8/31/2016,468.74
9/1/2016,464.25
9/2/2016,464.68
9/5/2016,465.73
9/6/2016,466.31
9/7/2016,467.52
9/8/2016,465.48
9/9/2016,459.6
9/12/2016,455.86
9/13/2016,453.49
9/14/2016,449.19
9/15/2016,454.99
9/16/2016,453.57
9/19/2016,457.13
9/20/2016,457.07
9/21/2016,459.45
9/22/2016,467.51
9/23/2016,465.77
9/26/2016,463.07
9/27/2016,467.46
9/28/2016,464.55
9/29/2016,468.78
9/30/2016,462.43
10/3/2016,467.22
10/4/2016,469.74
10/5/2016,465.46
10/6/2016,465.23
10/7/2016,461.81
10/10/2016,458.41
10/11/2016,456.37
10/12/2016,451.57
10/13/2016,449.11
10/14/2016,456.21
10/17/2016,454.26
10/18/2016,460.26
10/19/2016,462.81
10/20/2016,463.19
10/21/2016,460.96
10/24/2016,461.6
10/25/2016,460.76
10/26/2016,458.98
10/27/2016,457.68
10/28/2016,456.39
10/31/2016,455.94
11/1/2016,456.56
11/2/2016,453.58
11/3/2016,449.28
11/4/2016,448.85
11/7/2016,450.6
11/8/2016,456.63
11/9/2016,446.48
11/10/2016,448.68
11/11/2016,432.07
11/14/2016,419.22
11/15/2016,422.92
11/16/2016,427.52
11/17/2016,427.96
11/18/2016,425.58
11/21/2016,423.42
11/22/2016,421.69
