Date,API2
1/21/2021,67.55
1/22/2021,67.55
1/25/2021,67.4
1/26/2021,67.6
1/27/2021,67.65
1/28/2021,67.75
1/29/2021,67.8
2/1/2021,65.2
2/2/2021,65.55
2/3/2021,63.7
2/4/2021,64.9
2/5/2021,66.5
2/8/2021,68.3
2/9/2021,68.55
2/10/2021,68.05
2/11/2021,67.15
2/12/2021,67
2/16/2021,65.55
2/17/2021,65.35
2/18/2021,65.35
2/19/2021,66
2/22/2021,66
2/23/2021,65.85
2/24/2021,65.75
2/25/2021,65.8
2/26/2021,65.9
3/1/2021,65.5
3/2/2021,66.15
3/3/2021,65.8
3/4/2021,65.15
3/5/2021,65.1
3/8/2021,65.55
3/9/2021,66
3/10/2021,66.05
3/11/2021,65.95
3/12/2021,66.1
3/15/2021,66.35
3/16/2021,66.35
3/17/2021,67.55
3/18/2021,68.1
3/19/2021,68.25
3/22/2021,68.5
3/23/2021,68.45
3/24/2021,68.4
3/25/2021,68.4
3/26/2021,68.45
3/29/2021,70.5
3/30/2021,70
3/31/2021,70.1
4/1/2021,70.25
4/5/2021,70.25
4/6/2021,70.4
4/7/2021,68.8
4/8/2021,67.05
4/9/2021,67.55
4/12/2021,68.45
4/13/2021,69
4/14/2021,69.3
4/15/2021,71.6
4/16/2021,71.7
4/19/2021,71.5
4/20/2021,71.35
4/21/2021,71.6
4/22/2021,71.65
4/23/2021,71.5
4/26/2021,71.65
4/27/2021,71.75
4/28/2021,71.7
4/29/2021,71.9
4/30/2021,71.75
5/3/2021,77.6
5/4/2021,78.55
5/5/2021,79.95
5/6/2021,81.7
5/7/2021,82.4
5/10/2021,83.85
5/11/2021,84.7
5/12/2021,85.85
5/13/2021,85.8
5/14/2021,85.45
5/17/2021,84.75
5/18/2021,84.6
5/19/2021,84
5/20/2021,84.65
5/21/2021,85.25
5/24/2021,85.45
5/25/2021,85.7
5/26/2021,85.9
5/27/2021,85.9
5/28/2021,86.1
6/1/2021,95.9
6/2/2021,96
6/3/2021,100.45
6/4/2021,101.25
6/7/2021,105.95
6/8/2021,105.85
6/9/2021,108.25
6/10/2021,110
6/11/2021,110.1
6/14/2021,108.85
6/15/2021,108
6/16/2021,107.9
6/17/2021,107.8
6/18/2021,107.75
6/21/2021,107.35
6/22/2021,107.45
6/23/2021,107.35
6/24/2021,107.95
6/25/2021,108.4
6/28/2021,112.05
6/29/2021,115.1
6/30/2021,120.75
7/1/2021,122.3
7/2/2021,123.6
7/6/2021,123.65
7/7/2021,124.6
7/8/2021,125.55
7/9/2021,126.8
7/12/2021,127
7/13/2021,131.5
7/14/2021,131.35
7/15/2021,131.9
7/16/2021,132.65
7/19/2021,133.2
7/20/2021,132.2
7/21/2021,132.85
7/22/2021,132.2
7/23/2021,132.45
7/26/2021,132.4
7/27/2021,132.75
7/28/2021,132.9
7/29/2021,132.35
7/30/2021,132.8
8/2/2021,139.85
8/3/2021,140.1
8/4/2021,141.1
8/5/2021,141.6
8/6/2021,143.75
8/9/2021,144.7
8/10/2021,146.1
8/11/2021,148.1
8/12/2021,148.95
8/13/2021,149.65
8/16/2021,151.8
8/17/2021,150.05
8/18/2021,150.15
8/19/2021,144.25
8/20/2021,146.5
8/23/2021,148.35
8/24/2021,149
8/25/2021,148.9
8/26/2021,149
8/27/2021,148.85
8/30/2021,149.15
8/31/2021,154.6
9/1/2021,157.9
9/2/2021,162.15
9/3/2021,165.25
9/7/2021,168.8
9/8/2021,168.8
9/9/2021,169.65
9/10/2021,170.95
9/13/2021,172
9/14/2021,171.35
9/15/2021,169.35
9/16/2021,167.2
9/17/2021,168.75
9/20/2021,171.1
9/21/2021,171.15
9/22/2021,171.95
9/23/2021,172.5
9/24/2021,173.05
9/27/2021,201.35
9/28/2021,201.35
9/29/2021,210
9/30/2021,218.1
10/1/2021,233.6
10/4/2021,246.5
10/5/2021,274
10/6/2021,237.15
10/7/2021,237.1
10/8/2021,230
10/11/2021,240.15
10/12/2021,243.15
10/13/2021,244.95
10/14/2021,243.75
10/15/2021,240
10/18/2021,238.65
10/19/2021,237
10/20/2021,232.5
10/21/2021,228.5
10/22/2021,229.75
10/25/2021,234.15
10/26/2021,234
10/27/2021,232.85
10/28/2021,234.55
10/29/2021,231.35
11/1/2021,138.75
11/2/2021,139.85
11/3/2021,149.5
11/4/2021,148
11/5/2021,148
11/8/2021,158
11/9/2021,152
11/10/2021,142.5
11/11/2021,141.5
11/12/2021,139.5
11/15/2021,139.5
11/16/2021,141.7
11/17/2021,142.5
11/18/2021,144.75
11/19/2021,145.25
11/22/2021,146.35
11/23/2021,150
11/24/2021,149.4
11/26/2021,144.8
11/29/2021,121.55
11/30/2021,111.75
12/1/2021,125.15
12/2/2021,124.25
12/3/2021,121
12/6/2021,122
12/7/2021,129.05
12/8/2021,134.5
12/9/2021,134.9
12/10/2021,135.7
12/13/2021,137.3
12/14/2021,141
12/15/2021,141.5
12/16/2021,147.25
12/17/2021,146
12/20/2021,148.75
12/21/2021,147.4
12/22/2021,147.35
12/23/2021,143.5
12/27/2021,143.5
12/28/2021,143
12/29/2021,138.75
12/30/2021,138.5
12/31/2021,136.75
1/3/2022,119
1/4/2022,130.05
1/5/2022,137.4
1/6/2022,143.15
1/7/2022,138.5
1/10/2022,138.75
1/11/2022,135
1/12/2022,139
1/13/2022,148.6
1/14/2022,154.35
1/18/2022,162
1/19/2022,161.75
1/20/2022,160
1/21/2022,162
1/24/2022,163.35
1/25/2022,164.25
1/26/2022,165.7
1/27/2022,165.65
1/28/2022,167.2
1/31/2022,178.25
2/1/2022,174.5
2/2/2022,177.4
2/3/2022,177.65
2/4/2022,183
2/7/2022,182.15
2/8/2022,186
2/9/2022,187.5
2/10/2022,188
2/11/2022,189.5
2/14/2022,191.5
2/15/2022,186.75
2/16/2022,183.65
2/17/2022,184
2/18/2022,185
2/22/2022,189
2/23/2022,190.75
2/24/2022,192
2/25/2022,194.5
2/28/2022,254.65
3/1/2022,321
3/2/2022,436
3/3/2022,352.5
3/4/2022,433.35
3/7/2022,416
3/8/2022,438.35
3/9/2022,412.5
3/10/2022,363.35
3/11/2022,362.5
3/14/2022,356
3/15/2022,341
3/16/2022,310
3/17/2022,310
3/18/2022,330
3/21/2022,315
3/22/2022,323
3/23/2022,326
3/24/2022,325
3/25/2022,325.25
3/28/2022,270
3/29/2022,268.5
3/30/2022,271.5
3/31/2022,273.35
4/1/2022,265
4/4/2022,263.65
4/5/2022,294.35
4/6/2022,291.35
4/7/2022,282.4
4/8/2022,292.65
4/11/2022,300
4/12/2022,319.65
4/13/2022,321.35
4/14/2022,321.35
4/18/2022,321.35
4/19/2022,322.35
4/20/2022,327.65
4/21/2022,326.6
4/22/2022,326.75
4/25/2022,325.5
4/26/2022,324.65
4/27/2022,324.35
4/28/2022,322.65
4/29/2022,319.25
5/2/2022,259.15
5/3/2022,283
5/4/2022,311.65
5/5/2022,320
5/6/2022,319
5/9/2022,310.85
5/10/2022,313
5/11/2022,318.5
5/12/2022,325.35
5/13/2022,318.35
5/16/2022,325.15
5/17/2022,329.5
5/18/2022,329
5/19/2022,332
5/20/2022,335
5/23/2022,331.75
5/24/2022,331
5/25/2022,330
5/26/2022,330.5
5/27/2022,328.15
5/31/2022,328.35
6/1/2022,323.5
6/2/2022,323.5
6/3/2022,323.5
6/6/2022,330
6/7/2022,326.25
6/8/2022,324.5
6/9/2022,321.65
6/10/2022,317.5
6/13/2022,317.5
6/14/2022,324
6/15/2022,328
6/16/2022,331.35
6/17/2022,335.5
6/21/2022,345.5
6/22/2022,345
6/23/2022,347
6/24/2022,352.9
6/27/2022,369.5
6/28/2022,365.5
6/29/2022,364.5
6/30/2022,370.35
7/1/2022,367
7/5/2022,379.5
7/6/2022,385.5
7/7/2022,385
7/8/2022,388.5
7/11/2022,390
7/12/2022,394.5
7/13/2022,394.5
7/14/2022,392
7/15/2022,384.5
7/18/2022,374.65
7/19/2022,371
7/20/2022,376
7/21/2022,375
7/22/2022,376.5
7/25/2022,387
7/26/2022,388.35
7/27/2022,389.35
7/28/2022,390
7/29/2022,389
8/1/2022,365.5
8/2/2022,363.65
8/3/2022,352.85
8/4/2022,327.35
8/5/2022,313.65
8/8/2022,313.5
8/9/2022,327.65
8/10/2022,343.35
8/11/2022,344.35
8/12/2022,348
8/15/2022,353.35
8/16/2022,355.35
8/17/2022,361
8/18/2022,364.35
8/19/2022,373.35
8/22/2022,376.75
8/23/2022,376
8/24/2022,369
8/25/2022,366.35
8/26/2022,364.85
8/29/2022,383
8/30/2022,362.1
8/31/2022,364.55
9/1/2022,369
9/2/2022,373.9
9/6/2022,381
9/7/2022,360
9/8/2022,348
9/9/2022,338
9/12/2022,329
9/13/2022,336
9/14/2022,336
9/15/2022,337
9/16/2022,332.5
9/19/2022,334
9/20/2022,327.65
9/21/2022,327.5
9/22/2022,323
9/23/2022,327
9/26/2022,326
9/27/2022,327.5
9/28/2022,327.5
9/29/2022,328.25
9/30/2022,328.5
10/3/2022,314
10/4/2022,300
10/5/2022,293.75
10/6/2022,265.5
10/7/2022,262
10/10/2022,262.5
10/11/2022,266.15
10/12/2022,280
10/13/2022,273.5
10/14/2022,274.5
10/17/2022,269.5
10/18/2022,266.65
10/19/2022,267
10/20/2022,270
10/21/2022,269.75
10/24/2022,267.5
10/25/2022,269.25
10/26/2022,269
10/27/2022,268.35
10/28/2022,267.85
10/31/2022,221
11/1/2022,225.5
11/2/2022,231.25
11/3/2022,222
11/4/2022,215.65
11/7/2022,203
11/8/2022,192.75
11/9/2022,188
11/10/2022,194.65
11/11/2022,193
11/14/2022,195
11/15/2022,203
11/16/2022,198
11/17/2022,202.5
11/18/2022,210
11/21/2022,217.5
11/22/2022,213.15
11/23/2022,213.75
11/25/2022,213.65
11/28/2022,249.5
11/29/2022,259.5
11/30/2022,276
12/1/2022,265.5
12/2/2022,270.65
12/5/2022,263
12/6/2022,266.5
12/7/2022,263
12/8/2022,256.4
12/9/2022,260
12/12/2022,251.5
12/13/2022,248
12/14/2022,239.5
12/15/2022,238.5
12/16/2022,230.35
12/19/2022,231
12/20/2022,228.65
12/21/2022,229
12/22/2022,229
12/23/2022,229
12/27/2022,229
12/28/2022,227.85
12/29/2022,227.5
12/30/2022,227.9
1/3/2023,184.65
1/4/2023,178.5
1/5/2023,177.25
1/6/2023,171.85
1/9/2023,171.15
1/10/2023,171
1/11/2023,165.15
1/12/2023,174.75
1/13/2023,169
1/17/2023,170
1/18/2023,174.15
1/19/2023,175.4
1/20/2023,175.1
1/23/2023,172.4
1/24/2023,169.65
1/25/2023,166.15
1/26/2023,166.15
1/27/2023,167.55
1/30/2023,138.65
1/31/2023,136.55
2/1/2023,141.35
2/2/2023,136.65
2/3/2023,138
2/6/2023,139.5
2/7/2023,135.65
2/8/2023,128.85
2/9/2023,128
2/10/2023,131
2/13/2023,130
2/14/2023,134
2/15/2023,136.4
2/16/2023,136.85
2/17/2023,135.65
2/21/2023,136.65
2/22/2023,137
2/23/2023,139
2/24/2023,138.3
2/27/2023,148.65
2/28/2023,146
3/1/2023,146.15
3/2/2023,140.5
3/3/2023,131.25
3/6/2023,123.65
3/7/2023,124.65
3/8/2023,123.65
3/9/2023,127.65
3/10/2023,135
3/13/2023,137.15
3/14/2023,138
3/15/2023,136
3/16/2023,137.65
3/17/2023,135
3/20/2023,133.85
3/21/2023,138.65
3/22/2023,135.65
3/23/2023,135.65
3/24/2023,135.5
3/27/2023,136.35
3/28/2023,137.65
3/29/2023,137.85
3/30/2023,137.65
3/31/2023,138.3
4/3/2023,148.35
4/4/2023,143.35
4/5/2023,140.15
4/6/2023,135.65
4/10/2023,135.65
4/11/2023,130.25
4/12/2023,132.75
4/13/2023,134.2
4/14/2023,136
4/17/2023,136.15
4/18/2023,136.65
4/19/2023,137.35
4/20/2023,138.5
4/21/2023,138.4
4/24/2023,138.35
4/25/2023,140
4/26/2023,140.1
4/27/2023,139.9
4/28/2023,140.34
5/1/2023,136.25
5/2/2023,134.4
5/3/2023,128.65
5/4/2023,126.65
5/5/2023,126.85
5/8/2023,126.85
5/9/2023,125.25
5/10/2023,121.5
5/11/2023,119.35
5/12/2023,119.15
5/15/2023,118.5
5/16/2023,117.15
5/17/2023,117.85
5/18/2023,117.6
5/19/2023,118.4
5/22/2023,119
5/23/2023,119
5/24/2023,118.65
5/25/2023,118.5
5/26/2023,119.03
5/30/2023,93.25
5/31/2023,95.1
6/1/2023,93.85
6/2/2023,100.65
6/5/2023,110.85
6/6/2023,105.5
6/7/2023,109.75
6/8/2023,112.5
6/9/2023,116.15
6/12/2023,114.75
6/13/2023,116.25
6/14/2023,116.65
6/15/2023,116.35
6/16/2023,114.65
6/20/2023,116.75
6/21/2023,116.25
6/22/2023,115.65
6/23/2023,115
6/26/2023,114.65
6/27/2023,114.65
6/28/2023,114.65
6/29/2023,114.65
6/30/2023,115.59
7/3/2023,121.4
7/5/2023,123.35
7/6/2023,117.25
7/7/2023,115.65
7/10/2023,111.5
7/11/2023,105.9
7/12/2023,104.5
7/13/2023,103.75
7/14/2023,103.85
7/17/2023,104.15
7/18/2023,108.35
7/19/2023,108.5
7/20/2023,110
7/21/2023,110.5
7/24/2023,111
7/25/2023,110.85
7/26/2023,110.9
7/27/2023,110.9
7/28/2023,110.45
7/31/2023,106
8/1/2023,103.85
8/2/2023,105.15
8/3/2023,108.15
8/4/2023,108.1
8/7/2023,112.25
8/8/2023,115
8/9/2023,115.9
8/10/2023,115.35
8/11/2023,115.85
8/14/2023,115.05
8/15/2023,115.85
8/16/2023,115
8/17/2023,116
8/18/2023,116.15
8/21/2023,118.85
8/22/2023,118.75
8/23/2023,118.15
8/24/2023,118.1
8/25/2023,117.66
8/28/2023,122.5
8/29/2023,122.95
8/30/2023,122.25
8/31/2023,118.75
9/1/2023,116.65
9/5/2023,119
9/6/2023,116.15
9/7/2023,116.25
9/8/2023,116.15
9/11/2023,117.75
9/12/2023,118.35
9/13/2023,119.6
9/14/2023,120.6
9/15/2023,120.85
9/18/2023,121.5
9/19/2023,122.5
9/20/2023,122.5
9/21/2023,121.65
9/22/2023,122.15
9/25/2023,123
9/26/2023,123
9/27/2023,122.65
9/28/2023,122.65
9/29/2023,123.32
10/2/2023,124
10/3/2023,121.35
10/4/2023,119.3
10/5/2023,120.05
10/6/2023,122.8
10/9/2023,126.15
10/10/2023,130.25
10/11/2023,130
10/12/2023,134.25
10/13/2023,139.1
10/16/2023,138.85
10/17/2023,138.75
10/18/2023,138.25
10/19/2023,137.4
10/20/2023,138
10/23/2023,137
10/24/2023,135.25
10/25/2023,136
10/26/2023,135.6
10/27/2023,136.08
10/30/2023,128.2
10/31/2023,123.15
11/1/2023,122.5
11/2/2023,124
11/3/2023,124.5
11/6/2023,120.75
11/7/2023,121
11/8/2023,124.7
11/9/2023,126.65
11/10/2023,124.65
11/13/2023,124.5
11/14/2023,123.75
11/15/2023,123.15
11/16/2023,122.5
11/17/2023,121.75
11/20/2023,121.75
11/21/2023,122.4
11/22/2023,122.75
11/24/2023,123.55
11/27/2023,116.75
11/28/2023,114.35
11/29/2023,114.7
11/30/2023,118.45
12/1/2023,119.8
12/4/2023,119
12/5/2023,118
12/6/2023,120.4
12/7/2023,122
12/8/2023,122.75
12/11/2023,121.3
12/12/2023,117.65
12/13/2023,117.9
12/14/2023,118
12/15/2023,117
12/18/2023,116.85
12/19/2023,116.75
12/20/2023,116.25
12/21/2023,116
12/22/2023,115.85
12/26/2023,115.85
12/27/2023,117.5
12/28/2023,117.25
12/29/2023,117.55
